
data/sprites/npc/

lifeguardmalenpc.png          Svetlana Kushnariova (Cabbit), olonu, ???; ???
liljohnnnnynpc.png            Svetlana Kushnariova (Cabbit), Fabzy, olonu; CC BY-SA 3.0; https://github.com/arianne/stendhal/issues/147
littlegirlnpc.png             ???; ???; ???
littlegirl2npc.png            Svetlana Kushnariova (Cabbit), onu/olonu; OGA BY 3.0; https://github.com/arianne/stendhal/issues/139
madscientistnpc.png           Svetlana Kushnariova (Cabbit), onu/olonu; OGA BY 3.0; https://github.com/arianne/stendhal/issues/141
mageelfnpc.png                ???; ???; ???
magic_jesternpc.png           Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://opengameart.org/node/72969
magicianhousegreeternpc.png   ???; ???; ???
maidnpc.png                   ???; ???; ???
man_000_npc.png               Svetlana Kushnariova (Cabbit), onu/olonu; OGA BY 3.0; https://github.com/arianne/stendhal/issues/91
man_001_npc.png               ???; ???; ???
man_002_npc.png               ???; ???; ???
man_004_npc.png               ???; ???; ???
man_005_npc.png               ???; ???; ???
man_008_npc.png               ???; ???; ???
manwithhatnpc.png             ???; ???; ???
marketsellernpc.png           ???; ???; ???
marmaidnpc.png                ???; ???; ???
mayornpc.png                  Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
meatandfishsmokernpc.png      Svetlana Kushnariova (Cabbit), olonu; OGA BY 3.0; https://opengameart.org/node/72969
militiaelfnpc.png             Svetlana Kushnariova (Cabbit), onu/olonu; OGA BY 3.0; https://github.com/arianne/stendhal/issues/100
minernpc.*                    Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
mithrilforgernpc.png          Sollision, Jordan Irwin (AntumDeluge); CC0; https://opengameart.org/node/76967
mothernpc.png                 ???; ???; ???
naughtyteennpc.*              Svetlana Kushnariova (Cabbit), Fabzy, Jordan Irwin (AntumDeluge); CC BY-SA 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/23314
naughtyteen2npc.*             Svetlana Kushnariova (Cabbit), Fabzy, Jordan Irwin (AntumDeluge); CC BY-SA 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/23314
nightguardbrownnpc.png        ???; ???; ???
nightguardswordnpc.png        ???; ???; ???
noimagenpc.png                ???; ???; ???
oldcowboynpc.png              ???; ???; ???
olddwarfnpc.png               ???; ???; ???
oldfishermannpc.png           ???; ???; ???
oldheronpc.*                  Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
oldmaidnpc.png                ???; ???; ???
oldmannpc.*                   Kimmo Rundelin (kiheru); CC BY-SA 3.0; Stendhal
oldratwomannpc.png            ???; ???; ???
oldwizardnpc.png              Svetlana Kushnariova (Cabbit), olonu, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://github.com/arianne/stendhal/issues/158
oldwomannpc.png               ???; ???; ???
oracle*npc.*                  Svetlana Kushnariova (Cabbit), Nila122, olonu, leangoro, Jordan Irwin (AntumDeluge); CC BY-SA 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/29293
orcbuyernpc.png               Tuomo Untinen (Reemax), Jordan Irwin (AntumDeluge); CC BY 3.0; https://opengameart.org/node/77703
orcsalesmannpc.png            Tuomo Untinen (Reemax), Jordan Irwin (AntumDeluge); CC BY 3.0; https://opengameart.org/node/77703
orcsamannpc.png               Tuomo Untinen (Reemax), Angry Amish, & Jordan Irwin (AntumDeluge); CC BY 3.0; https://opengameart.org/node/77703
orientalwizardnpc.png         ???; ???; ???
paulnpc.png                   ???; ???; ???
photographernpc.png           Svetlana Kushnariova (Cabbit), olonu, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://github.com/arianne/stendhal/issues/166
pinkgirlnpc.png               Svetlana Kushnariova (Cabbit), onu/olonu; OGA BY 3.0; https://github.com/arianne/stendhal/issues/140
pirate_sailornpc.png          Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/83642
pirate_sailor2npc.png         Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
piratenpc.png                 Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/83642
plinknpc.png                  Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://sourceforge.net/p/arianne/patches/718/
postelfnpc.png                ???; ???; ???
priestnpc.png                 ???; ???; ???
princess2npc.png              ???; ???; ???
principalnpc.png              ???; ???; ???
ratchefnpc.png                Svetlana Kushnariova (Cabbit), Stephen Challener (Redshrike), One Man Army, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/82451
ratchild1npc.png              Svetlana Kushnariova (Cabbit), diamonddmgirl, Stephen Challener (Redshrike); OGA BY 3.0; https://opengameart.org/node/82451
ratchild2npc.png              Svetlana Kushnariova (Cabbit), diamonddmgirl, Stephen Challener (Redshrike); OGA BY 3.0; https://opengameart.org/node/82451
ratchildboy1npc.png           Svetlana Kushnariova (Cabbit), Stephen Challener (Redshrike); OGA BY 3.0; https://opengameart.org/node/82451
ratchildboy2npc.png           Svetlana Kushnariova (Cabbit), Stephen Challener (Redshrike); OGA BY 3.0; https://opengameart.org/node/82451
recruiter1npc.png             ???; ???; ???
recruiter2npc.png             Svetlana Kushnariova (Cabbit), Stephen Challener (Redshrike), olonu, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/11152, https://opengameart.org/node/83728
recruiter3npc.png             ???; ???; ???
reddarkwizardnpc.png          Svetlana Kushnariova (Cabbit), olonu, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/83728
reddemonnpc.png               ???; ???; ???
retiredteachernpc.png         ???; ???; ???
richardstallmannpc.png        ???; ???; ???
ringsmithnpc.png              Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/82370
royalguardnpc.*               Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
rudolphnpc.png                ???; ???; ???
sailor1npc.*                  Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
santaclausnpc.png             ???; ???; ???
scarletarmynpc.png            ???; ???; ???
sellernpc.png                 Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/79804
seller2npc.png                Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/79804
sickleinghalfelfnpc.png       ???; ???; ???
sickvampirenpc.png            Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/83035
signguynpc.png                Svetlana Kushnariova (Cabbit), bleutailfly, Jordan Irwin (AntumDeluge); ???; Stendhal, https://opengameart.org/node/72969, https://opengameart.org/node/81952
sokobannpc.png                ???; ???; ???
supertrainedguynpc.png        Svetlana Kushnariova (Cabbit), Fabzy, olonu; CC BY-SA 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/23314
swimmer1npc.png               ???, Svetlana Kushnariova (Cabbit), onu/olonu; ???; https://github.com/arianne/stendhal/issues/143
swimmer2npc.png               ???, Svetlana Kushnariova (Cabbit), onu/olonu; ???; https://github.com/arianne/stendhal/issues/143
swimmer3npc.png               ???, Svetlana Kushnariova (Cabbit), Fabzy; ???; https://opengameart.org/node/23314, https://github.com/arianne/stendhal/issues/145
swimmer4npc.png               ???, Svetlana Kushnariova (Cabbit), onu/olonu; ???; https://github.com/arianne/stendhal/issues/92
swimmer5npc.png               ???, Svetlana Kushnariova (Cabbit); ???; https://github.com/arianne/stendhal/issues/145
swimmer6npc.png               ???, Svetlana Kushnariova (Cabbit), diamonddmgirl, onu/olonu; ???; https://github.com/arianne/stendhal/issues/144
swimmer7npc.png               ???; ???; ???
swimmer8npc.png               ???, Svetlana Kushnariova (Cabbit), olonu; ???; ???
tavernbarmaidnpc.*            Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
taxmannpc.png                 ???; ???; ???
thiefnpc.*                    Svetlana Kushnariova (Cabbit), Fabzy, Jordan Irwin (AntumDeluge); CC BY-SA 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/23314
timekeepernpc.png             ???; ???; ???
transparentnpc.png            ???; ???; ???
vergernpc.png                 Svetlana Kushnariova (Cabbit), olonu, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
wannabekingnpc.png            ???; ???; ???
weaponrytradernpc.png         ???; ???; ???
weaponsellernpc.*             Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
welcomernpc.png               Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/84003
wellroundedguynpc.png         Svetlana Kushnariova (Cabbit), olonu; OGA BY 3.0; https://opengameart.org/node/50909
whitesorceressnpc.png         ???; ???; ???
wifenpc.png                   ???; ???; ???
wisemannpc.*                  Svetlana Kushnariova (Cabbit), Sollision, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/52761
witch2npc.png                 Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://opengameart.org/node/72969
wizardwomannpc.png            ???; ???; ???
woman_003_npc.png             ???; ???; ???
woman_004_npc.png             ???; ???; ???
woman_005_npc.png             ???; ???; ???
woman_006_npc.png             ???; ???; ???
woman_007_npc.png             ???; ???; ???
woman_008_npc.png             ???; ???; ???
woman_009_npc.png             ???; ???; ???
woman_011_npc.png             Svetlana Kushnariova (Cabbit), diamonddmgirl, olonu; OGA BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/83661
woman_013_npc.png             ???, Svetlana Kushnariova (Cabbit), olonu; ???; https://github.com/arianne/stendhal/issues/161
woman_014_npc.png             Svetlana Kushnariova (Cabbit), olonu; OGA BY 3.0; https://opengameart.org/node/72969
